transaction_text,merchant,amount,date,label
Vooafone *8435 Jss Txn,vodafone,723.7,2025-09-14,utilities
PURCHASE indigo Ref#6935,indigo,3703.94,2025-01-05,travel
IMPS transfer to hotstar,hotstar,4404.83,2025-04-07,entertainment
PAYMENT TO ajio VIA NETBANKING,ajio,3528.3,2025-02-23,shopping
PAYMENT TO airtel broadband VIA NETBANKING,airtel broadband,1136.44,2024-11-20,utilities
DEBIT CARD BOOKMYSHOW 4p19,bookmyshow,4519.07,2025-04-22,entertainment
bookmyshow *8480 POS Txn UPI4495,bookmyshow,4258.29,2025-10-28,entertainment
PURCHASE myntra Ref#8715,myntra,3738.25,2025-01-07,shopping
Online payment to bookmyshow,bookmyshow,2234.95,2025-07-13,entertainment
irctc *2831 POS Txn,irctc,764.69,2025-10-27,travel
xos airtpl broadband 4205 txn,airtel broadband,4205.24,2024-12-08,utilities
PURCHASE myntra Ref#3g02,myntra,3145.62,2025-06-27,shopping
zomato *1513 POS Txn,zomato,447.79,2025-08-01,restaurants
Online payment to vendikin,vendikin,1942.25,2024-12-26,restaurants
Online payment to mcdonalds UPI632,mcdonalds,2934.59,2025-05-04,restaurants
Txn 93450: kfc 1165.95,kfc,1165.95,2025-04-22,restaurants
Txn 16969: amazon 200.3,amazon,200.3,2025-02-15,shopping
UPI payment to swiggy@ybl,swiggy,1284.18,2024-12-24,restaurants
POS nykaa 4781 TXN,nykaa,4781.47,2025-03-31,shopping
online payment to indigo,indigo,185.11,2024-11-30,travel
PuRCHASE vendIKIn REf#4499,vendikin,3493.35,2025-01-24,restaurants
flipkart *5935 POS Txn,flipkart,3744.6,2025-09-11,shopping
deBIt CArd MCDOnAlDs 1952,mcdonalds,1952.56,2025-04-03,restaurants
Online payment to vodafone TXN6184,vodafone,4852.86,2025-10-15,utilities
tXn 35347: dMARt 377.6,dmart,377.6,2025-09-24,groceries
Online payment to dominos,dominos,2090.83,2025-01-05,restaurants
UPI payment to flipkart@ybl,flipkart,4233.42,2025-07-24,shopping
PURCHASE dmart Ref#3310,dmart,3432.88,2025-05-07,groceries
Online payment to ola,ola,1549.75,2025-06-19,travel
bescom *4519 POS Txn,bescom,806.25,2024-11-09,utilities
Txn 14752: bookmyshow 1962.61,bookmyshow,1962.61,2025-08-16,entertainment
PURCHASE mcdonalds Ref#9322,mcdonalds,3311.1,2025-10-30,restaurants
Upi Payment To Kfc@Ybl,kfc,538.84,2025-08-28,restaurants
UPI payment to uber@ybl,uber,616.68,2025-10-25,travel
PAYMENT TO wookmyshow VIA NETBANKING PAY1822,bookmyshow,1603.45,2024-12-08,entertainment
POS flipkart 1420 TXN,flipkart,1420.09,2025-06-05,shopping
POSkbig bazaar 314 TXl,big bazaar,314.91,2025-11-05,groceries
IMPS transfer to reliance fresh,reliance fresh,1169.53,2025-08-02,groceries
Online payment to more supermarket,more supermarket,4720.07,2025-07-13,groceries
dEbiT CARd hOTsTAR 1383,hotstar,1383.12,2025-05-25,entertainment
POs FLIPKarT 1274 TxN,flipkart,1274.97,2024-11-28,shopping
PAYMENT TO reliance fresh VIA NETBANKING,reliance fresh,180.14,2025-10-12,groceries
PAYMENT TO dmart VIA NETBANKING,dmart,2339.01,2025-04-05,groceries
DEBIT CARD MYNTRA 4630,myntra,4630.35,2025-02-05,shopping
UPI payment to amazon@ybl,amazon,3329.07,2025-04-04,shopping
UPI payment to ola@ybl,ola,1223.3,2025-05-27,travel
DEBIT wARD FLIPKART 552,flipkart,552.62,2025-05-04,shopping
PAYMENT TO NETFLIX VIA NETBANKING,netflix,3613.87,2025-08-24,entertainment
PAYMENT TO bwssb VIA NETBANKING POS982,bwssb,3676.31,2025-03-13,utilities
POS hotstar 2857 TXN,hotstar,2857.55,2024-11-10,entertainment
netflix *1138 POS Txn,netflix,1457.06,2025-08-01,entertainment
PURCHASE reliance fresh Ref#3019,reliance fresh,4746.19,2025-03-20,groceries
Online payment to indigo,indigo,2549.33,2025-06-03,travel
PAYMENT TO tata power VIA NETBANKING,tata power,1718.85,2025-04-14,utilities
PURCHASE BESCOM REF#8156,bescom,2780.15,2024-12-27,utilities
DEBIT CARD GOIBIBO 3654,goibibo,3654.23,2025-05-03,travel
puRchASe KfC rEf#1967,kfc,4164.89,2025-01-19,restaurants
IMPS transfer to big bazaar,big bazaar,1815.96,2025-07-20,groceries
UPI payment to indigo@ybl,indigo,2060.76,2025-08-17,travel
Imps Transfer To Indigo,indigo,4172.69,2025-06-02,travel
UPI payment to flipkart@ybl,flipkart,2632.76,2024-11-27,shopping
DEbiT CArd vendikiN 2403,vendikin,2403.18,2024-12-18,restaurants
Txn 65407: reliance fresh 4445.92,reliance fresh,4445.92,2025-01-24,groceries
POS irctc 1090 TXN,irctc,1090.14,2024-11-27,travel
DEBIT CARD BIG BAZAAR 3933,big bazaar,3933.14,2025-05-21,groceries
PAYMENT TO bescom ViA NEzBANKING,bescom,4237.97,2024-12-08,utilities
DEBIT CARD AMAZON 2572,amazon,2572.95,2025-01-04,shopping
IMPS transfer to flipkart,flipkart,4475.99,2025-02-01,shopping
ONLINE PAYMENT TO VENDIKIN,vendikin,3557.95,2025-04-07,restaurants
Online payment to bescom,bescom,4466.77,2025-07-16,utilities
POS more supermarket 2722 TXN,more supermarket,2722.12,2025-01-27,groceries
Online payment to ola,ola,207.74,2025-05-19,travel
Txn 85487: Ola 2126.69,ola,2126.69,2025-01-30,travel
PAYMENT TO spencers VIA NETBANKING,spencers,165.5,2025-11-04,groceries
UPIHPAYMENT TO HOTSTAR@YBL,hotstar,2768.94,2025-05-07,entertainment
Purchase Bwssb Ref#1873,bwssb,1581.08,2025-01-12,utilities
Txn 19242: airtel broadband 3684.34,airtel broadband,3684.34,2025-06-30,utilities
Debit Card Dmart 4944,dmart,4944.46,2025-03-10,groceries
spencers *1792 POS Txn,spencers,4389.7,2025-03-02,groceries
DEBIT CARD TATA POWER 4662,tata power,4662.38,2025-10-06,utilities
IMPS lransfwr kd vodafone,vodafone,67.89,2025-02-10,utilities
UPI payment to zee5@ybl,zee5,1064.7,2025-06-09,entertainment
Online payment to reliance fresh,reliance fresh,4233.56,2025-10-09,groceries
UPI pabment to pcdfnalrs@ybl,mcdonalds,869.07,2024-12-25,restaurants
DEBIT CARD IRCTC 3684,irctc,3684.51,2024-12-28,travel
DEBIT CARD ZOMATO 269 POS5278,zomato,269.38,2025-05-29,restaurants
Online payment to airtel broadband,airtel broadband,1371.46,2025-08-27,utilities
zee5 *8556 pos txn pay8421,zee5,2014.06,2024-12-17,entertainment
IMPS transfer to bescom,bescom,4856.47,2025-01-17,utilities
Txn 16873: kfc 873.32,kfc,873.32,2025-01-10,restaurants
PAYMENT TO bwssb VIA NETBANKING,bwssb,2458.81,2025-08-23,utilities
IMPS transfer to myntra,myntra,1715.34,2024-12-19,shopping
IxPs transfer to airtel broadband,airtel broadband,4671.87,2025-03-21,utilities
UPI payment qo mcdonaldsdybl,mcdonalds,2875.59,2025-08-27,restaurants
Online payment to hotstar IMPS6019,hotstar,577.23,2025-01-05,entertainment
POS irctc 450 TXN,irctc,450.41,2024-12-20,travel
POS bescom 4098 TXN,bescom,4098.73,2025-04-13,utilities
DEBIT CARD NYKAA 4455,nykaa,4455.74,2025-06-15,shopping
purchase swrggy ref#3q11,swiggy,3998.75,2025-04-11,restaurants
UPI payment to amazon@ybl,amazon,3550.42,2025-07-26,shopping
POS goibibo 646 TXN,goibibo,646.29,2025-03-27,travel
upi payment to spotify@ybl,spotify,4669.76,2025-06-30,entertainment
Online Payment To Ajio,ajio,1006.52,2024-11-08,shopping
PURCHASE big bazaar Ref#7012,big bazaar,838.91,2024-12-02,groceries
online payment to ajio,ajio,3450.8,2025-06-12,shopping
IMPS transfer to reliance fresh,reliance fresh,4683.3,2025-07-09,groceries
IMPS transfer to myntra,myntra,3703.35,2025-04-16,shopping
Txn 45592: big bazaar 2037.59,big bazaar,2037.59,2025-06-30,groceries
DEBIT CARD NETFLIX 129,netflix,129.97,2024-12-31,entertainment
DEBIT CARD FLIPKwRT 1020,flipkart,1020.19,2025-10-30,shopping
Online payment to flipkart,flipkart,1941.57,2024-12-16,shopping
Txn 19o74: indigo 946.14 Online5804,indigo,946.14,2025-08-27,travel
UPI payment to amazon@ybl,amazon,1402.66,2025-10-20,shopping
POS goibybo 1154 TXN,goibibo,1154.64,2025-05-03,travel
POS kfc 1722 TXN,kfc,1722.75,2025-08-19,restaurants
PaYmenT tO flIpkaRT vIa neTbanKInG,flipkart,4814.24,2025-08-20,shopping
UPI payment to goibibo@ybl POS6639,goibibo,2549.63,2025-06-02,travel
UPI payment to ajio@ybl,ajio,3554.05,2025-04-08,shopping
imps tsansfer to uber upi8132,uber,3237.58,2025-05-11,travel
Online payment to spencers,spencers,3163.33,2025-09-09,groceries
POo dominos 3002 TXN,dominos,3002.44,2025-03-30,restaurants
PAYMENT TO vodafone VIA NETBANKING,vodafone,850.38,2025-07-22,utilities
PAYMENT TO amazon VIA NETBANKING,amazon,4232.66,2024-11-13,shopping
Txn 6482w: irctt 3229.79,irctc,3229.79,2025-01-05,travel
PURCHASE hotstar Ref#2857,hotstar,3843.58,2025-05-25,entertainment
debit card dominos 1398 imps567,dominos,1398.01,2025-10-26,restaurants
Txn 26852: uber 933.73,uber,933.73,2025-04-07,travel
Pos Tata Power 3648 Txn,tata power,3648.38,2025-10-03,utilities
Txn 31526: hotstar 146.73,hotstar,146.73,2025-08-12,entertainment
UPI PAYMENT TO MYNTRA@YBL IMPS6616,myntra,3759.1,2025-07-18,shopping
Purchase Mcdonalds Ref#6550,mcdonalds,663.62,2025-03-05,restaurants
IMPS transfer to goibibo,goibibo,4717.4,2025-09-10,travel
txn 70195: AiRTel bRoadBANd 353.92,airtel broadband,353.92,2025-05-02,utilities
IMPS transfer to swiggy,swiggy,2072.99,2025-04-16,restaurants
UPI payment to bescom@ybl,bescom,4344.7,2025-01-04,utilities
debit card indigo 3231,indigo,3231.34,2025-01-24,travel
PAYMENT TO mcdonalds VIA NETBANKING,mcdonalds,2822.92,2025-02-04,restaurants
ONlINe PaymEnt To zOMATo,zomato,1224.37,2025-02-05,restaurants
UPI payment to mcdonalds@ybl POS6900,mcdonalds,2314.9,2025-03-14,restaurants
DEBIT CARD BOOKMYSHOW 2051,bookmyshow,2051.23,2025-01-10,entertainment
airtel broadband *6676 POS Txn PAY8254,airtel broadband,2246.88,2025-09-21,utilities
PAYMENT TO amazon VIA NETBANKING,amazon,2727.21,2025-03-21,shopping
Online payment to vodafone,vodafone,2701.63,2025-03-23,utilities
PAYMENT TO AIRTEL BROADBAND VIA NETBANKING,airtel broadband,367.73,2025-05-11,utilities
bWssb *6142 pOs Txn,bwssb,645.3,2025-10-01,utilities
PURCHASEnajio Ref#3593,ajio,3704.11,2025-06-21,shopping
PAYMENT TO netflix VIA NETBANKING NEFT7270,netflix,383.29,2025-05-25,entertainment
txn 15956: vodafone 2773.74,vodafone,2773.74,2024-11-21,utilities
ONLINE PAYMENT TO HOTSTAR,hotstar,66.34,2025-08-26,entertainment
goibibo *3423 POS Txn,goibibo,608.01,2025-10-31,travel
DEBIT CARD SPOTIFY 4888,spotify,4888.55,2025-05-24,entertainment
DEBIT CARD NYKAA 4617 TXN7159,nykaa,4617.24,2025-02-28,shopping
Txn 49892: vendikin 3525.55,vendikin,3525.55,2025-07-08,restaurants
Online payment to bwssb,bwssb,2242.41,2025-05-11,utilities
Debit Card Bescom 4817 Pos1111,bescom,4817.65,2025-03-18,utilities
POS vendikin 2209 TXN,vendikin,2209.9,2025-02-11,restaurants
Online payment to nykaa,nykaa,4421.85,2025-03-09,shopping
purchase amazon ref#5d26,amazon,2664.06,2025-07-02,shopping
debit card bookmyshow 3400,bookmyshow,3400.82,2025-10-01,entertainment
Txn 54375v amazon 1078.72 Online7162,amazon,1078.72,2025-06-26,shopping
PAYMENT TO BOOKMYSHOW VIA NETBANKING,bookmyshow,3804.29,2025-01-29,entertainment
DEBIT CARD MORE SUPERMARKET 4434,more supermarket,4434.76,2025-08-25,groceries
Debit Card Uber 1048,uber,1048.1,2025-10-26,travel
PURCHASE big bazaar Ref#6268 UPI8253,big bazaar,429.98,2025-07-24,groceries
Txn 59379: bescom 2489.6,bescom,2489.6,2025-02-06,utilities
Irctc *6770 Pos Txn,irctc,2346.53,2025-05-23,travel
DEBIT CARD INDIGO 4855,indigo,4855.46,2025-05-11,travel
PAYMENT TO goibibo VIA NETBANKING,goibibo,3463.91,2025-06-11,travel
PAYMENT TO spencers VIA NETBANKING,spencers,276.37,2025-10-31,groceries
PurCHasE voDaFonE REf#8232,vodafone,917.1,2024-12-29,utilities
POS vendikin 2828 TXN,vendikin,2828.78,2025-10-06,restaurants
bescom *8170 POS Txn,bescom,4125.51,2025-01-22,utilities
PAYMENT TO swiggy VIA NETBANKING TXN6720,swiggy,953.86,2025-10-26,restaurants
DEBIT CARD IRCTC 3096,irctc,3096.82,2025-04-30,travel
DEBIT CAkD NETFLIX 8p8,netflix,878.1,2024-12-19,entertainment
PAYMENT TO UBER VIA NETBANKING,uber,1784.66,2025-02-09,travel
POS dmart 2690 TXN NEFT5991,dmart,2690.26,2025-07-04,groceries
Online payment to zee5,zee5,2323.34,2024-11-23,entertainment
IMPS transfer to zoibibo,goibibo,2029.44,2025-06-12,travel
Txn 21488: Vendikin 891.82,vendikin,891.82,2025-06-30,restaurants
PURCHASE bwssb Ref#6252,bwssb,3763.73,2025-10-30,utilities
UPI payment to indigo@ybl,indigo,3093.32,2025-06-08,travel
DEBIT CARD NYKAA 1179,nykaa,1179.0,2025-07-07,shopping
POS spotify 4708 TXN,spotify,4708.18,2025-09-18,entertainment
Txn 68019: big bazaar 1198.31,big bazaar,1198.31,2025-06-19,groceries
PAYMENT TO KFC VIA NETBANKING,kfc,2609.71,2025-08-22,restaurants
PUReHASE flipkart Ref#g180 NEFT1933,flipkart,1820.52,2025-09-09,shopping
PAYMENT TO swiggy VIA NETBANKING,swiggy,1630.45,2025-05-25,restaurants
DEBIT CARD MCDONALDS 4970,mcdonalds,4970.3,2025-08-24,restaurants
ONLINE PAYMENT TO UBER,uber,2224.82,2025-08-13,travel
DEBIT CARD GOIBIBO 4194,goibibo,4194.34,2025-07-12,travel
UPI pgyment to bookmyshzw@ybl,bookmyshow,2409.07,2025-04-05,entertainment
POS netflix 2079wTXN POS1293,netflix,2079.98,2025-10-02,entertainment
Online payment to bescom,bescom,2380.86,2025-08-09,utilities
Online payment to nykaa,nykaa,3502.57,2024-11-17,shopping
Txn 84825: spotify 1831.3,spotify,1831.3,2025-05-16,entertainment
PURCHASE tata power Ref#4019,tata power,1887.41,2025-09-13,utilities
POS airtel broadband 948 TXN,airtel broadband,948.03,2024-11-12,utilities
PAYMENT TO uber VIA NETBANKING,uber,1893.33,2025-10-18,travel
Txn 17370: spotify 3304.63,spotify,3304.63,2024-11-24,entertainment
tata power *1881 POS Txn TXN5222,tata power,963.1,2025-07-20,utilities
Online payment to more supermarket,more supermarket,1458.77,2024-11-08,groceries
POS INDIGO 525 TXN POS1640,indigo,525.83,2025-09-25,travel
POS reliance fresh 4351 TXN,reliance fresh,4351.32,2025-05-04,groceries
DEBIT CARD VENDIKIN 1684,vendikin,1684.33,2024-12-12,restaurants
zee5 *9132 POS Txn,zee5,1503.99,2025-09-14,entertainment
UPI payment to dominos@ybl Online6119,dominos,1780.95,2025-09-06,restaurants
Online payment to dominos,dominos,1834.22,2025-03-29,restaurants
UPI pAYMeNt to MynTRa@YBl,myntra,4592.27,2025-01-13,shopping
Txn 54209: spencers 3712.9,spencers,3712.9,2025-01-01,groceries
Txn 77978: dominos 3195.69,dominos,3195.69,2025-11-04,restaurants
PURCHASE airtel broadband Ref#4049,airtel broadband,3366.71,2024-11-16,utilities
Txn 50167: indigo 3934.04,indigo,3934.04,2025-09-18,travel
PAYMENT TO swiggy VIA NETqANKING,swiggy,4733.78,2025-08-25,restaurants
PAYMENT TO reliancj fhesh VIA NEmBANKING,reliance fresh,2177.74,2025-07-05,groceries
Txn 13044: vodafone 955.79,vodafone,955.79,2025-09-20,utilities
Txn 92382: tata power 1501.79,tata power,1501.79,2025-07-21,utilities
IMPS transfer to more supermarket,more supermarket,3839.27,2025-04-29,groceries
Pos Indigo 4537 Txn,indigo,4537.37,2025-01-11,travel
Txn 74041: zee5 568.44,zee5,568.44,2025-07-25,entertainment
IMPS transfer to nykaa,nykaa,994.22,2024-12-05,shopping
UPI payment to kfc@ybl,kfc,2682.29,2025-04-09,restaurants
POS dominos 2122 TXN,dominos,2122.58,2024-12-31,restaurants
POS rendikin 3784 TXN,vendikin,3784.3,2025-03-05,restaurants
zomato *6879 POS Txn,zomato,1518.81,2025-08-15,restaurants
NYKAA *9566 POS TXN,nykaa,3209.49,2025-10-21,shopping
Txn 98569: spencers 1087.62,spencers,1087.62,2025-02-21,groceries
Txn 61870: bogauvne 283.97,vodafone,283.97,2024-12-20,utilities
PAYMENT TO zee5 VIA NETBANKING,zee5,2290.58,2024-12-25,entertainment
POS BOOKMYSHOW 3155 TXN,bookmyshow,3155.56,2025-10-09,entertainment
PAYMENT TO big bazaar VIA NETBANKING,big bazaar,3362.11,2025-05-04,groceries
knline paymbnt to goibibo,goibibo,821.82,2025-02-20,travel
UPi paymEnt tO speNCERS@yBl,spencers,1105.07,2024-11-28,groceries
IMPS transger to venditin,vendikin,4219.15,2025-03-14,restaurants
UPI payment to irctc@ybl,irctc,1020.55,2025-10-19,travel
uPI PaYmENT To sWIGgY@YBL,swiggy,2408.24,2025-08-02,restaurants
PAYMENT TO bescom VIA NETBANKING,bescom,628.73,2025-10-24,utilities
Gxn 20466: Uber 4008.O2,uber,4008.72,2024-12-21,travel
UPI payment to ola@ybl,ola,4556.22,2024-11-13,travel
IMPS transfer to swiggy,swiggy,4640.82,2024-12-26,restaurants
Payment To Irctc Eia Netbanking,irctc,2921.53,2025-08-30,travel
UPI payment to bookmyshow@ybl,bookmyshow,4319.74,2025-03-04,entertainment
UPI payment to bookmyshow@ybl,bookmyshow,4777.54,2025-07-30,entertainment
DEBIy CARD IRCTC 3246,irctc,3246.75,2025-10-29,travel
PURCHASE dmart Ref#8318,dmart,4987.83,2025-06-05,groceries
bescom *5539 POS Txn Online1052,bescom,3526.09,2025-04-09,utilities
IMPS TRANSFER TO BWSSB,bwssb,665.42,2024-11-21,utilities
PAYMENT TO netflix VIA NETBANKING,netflix,2765.79,2024-12-03,entertainment
Txn 62578: ajio 1894.98,ajio,1894.98,2024-12-04,shopping
Online pfyment to moxe supsrmarket,more supermarket,4551.94,2025-08-01,groceries
IMPS transfer to myntra,myntra,2458.48,2025-01-16,shopping
bwssb v2330 POS Txn,bwssb,3772.73,2025-05-11,utilities
PAYMENT TO more supermarket VIA NETBANKING,more supermarket,873.11,2025-04-06,groceries
PURCHASE dmart Ref#1694,dmart,2227.0,2025-09-21,groceries
reliance fresh *8998 pos txn,reliance fresh,3944.51,2025-06-19,groceries
Txn 52638: goibibo 3405.36,goibibo,3405.36,2025-06-30,travel
DEBIT CARD SWIGGY 4409,swiggy,4409.36,2025-03-28,restaurants
PAYMENT TO big bazaar VIA NETBANKING,big bazaar,1689.69,2024-12-27,groceries
IMPS transfer to irctc,irctc,2876.51,2025-08-25,travel
Txn 64279: tata power 990.72,tata power,990.72,2024-12-08,utilities
IMPS TRANSFER TO MYNTRA,myntra,2494.5,2024-12-14,shopping
DEBIT CARD AMAZON 4584,amazon,4584.34,2025-04-02,shopping
pos zomato 2163 txn,zomato,2163.87,2025-05-28,restaurants
flipkart *4359 POS Txn,flipkart,1055.42,2025-05-19,shopping
DEBIT CARD BWSSB 2429 PAY8775,bwssb,2429.79,2025-03-28,utilities
PAYMENT TO flipkart VIA NETBANKING,flipkart,2632.2,2025-07-03,shopping
ajio *5593 POS Txn,ajio,3633.43,2025-07-27,shopping
IMPS transfer to more supermarket,more supermarket,1751.4,2025-08-31,groceries
tatA powEr *2020 pOS Txn,tata power,3121.27,2024-12-26,utilities
dEBiT caRD hotStar 2835,hotstar,2835.83,2025-05-16,entertainment
Purchase Bescom Ref#3459,bescom,3962.22,2025-05-04,utilities
Online payment to myntra,myntra,558.25,2024-12-14,shopping
UPI payment to ajio@ybl,ajio,4826.59,2025-01-22,shopping
purchase dmart ref#1275,dmart,539.92,2025-10-19,groceries
UPI payment to mcdonalds@ybl,mcdonalds,1771.04,2025-03-02,restaurants
DEBIT CARD ZOMATO 3317,zomato,3317.02,2025-09-18,restaurants
Txn 60877: bwssb 3413.59,bwssb,3413.59,2025-02-03,utilities
PURCHASE tata power Ref#2532,tata power,2890.86,2024-11-18,utilities
IMPS transfer to dominos,dominos,1137.87,2025-05-07,restaurants
PURCHASE flipkart Ref#9960,flipkart,1068.16,2025-06-05,shopping
UPI payment to spencers@ybl,spencers,2236.25,2024-11-29,groceries
DEBIT CARD HOTSTAR 2391,hotstar,2391.23,2025-09-05,entertainment
POS uber 2573 TXN Online3294,uber,2573.3,2025-10-31,travel
PAYMvNT TO tata power VIA NEqBANKING,tata power,647.06,2025-01-10,utilities
puRchaSE DomiNos REf#3988,dominos,4918.38,2025-06-26,restaurants
POS UBER 4887 TXN,uber,4887.39,2025-10-23,travel
Txn 49055: big bazaar 3395.94,big bazaar,3395.94,2024-11-11,groceries
POS mcdonalds 4736 TXN,mcdonalds,4736.49,2025-03-24,restaurants
reliance fresh *4573 POS Txn,reliance fresh,1191.68,2025-06-18,groceries
Dxbit Card Bescom 900,bescom,900.2,2025-06-22,utilities
UPI payment to vendikin@ybl,vendikin,120.79,2025-08-01,restaurants
UPI payment to hotstar@ybl,hotstar,1785.91,2025-09-29,entertainment
upi payment to amazon@ybl,amazon,1626.02,2024-12-28,shopping
Pos MCDONalDs 3724 TXn,mcdonalds,3724.83,2024-11-16,restaurants
ONLINE PAYMENT TO ZOMATO,zomato,326.15,2025-07-29,restaurants
PAYMENT TO vodafone VIA NETBANKING,vodafone,4526.53,2025-05-27,utilities
PURCHASE dmart Ref#4016 PAY317,dmart,458.36,2025-05-11,groceries
DEBIT CARD DMART 4616,dmart,4616.07,2025-10-28,groceries
PAYMENT TO vodafone VIA NETBANKING,vodafone,4695.59,2025-08-08,utilities
PURCHASE reliance fresh Ref#9133,reliance fresh,3213.1,2025-09-23,groceries
online payment to netflix,netflix,3678.66,2025-01-10,entertainment
Online payment to mcdonalds,mcdonalds,2448.87,2025-10-19,restaurants
IMPS transfer to ajio,ajio,4611.86,2025-05-01,shopping
UPI paoment to bwssb@ybl,bwssb,1281.61,2025-06-16,utilities
Txn 62365: myntra 3043.93,myntra,3043.93,2024-11-06,shopping
DEBIT CARD ZEE5 4531,zee5,4531.15,2024-12-30,entertainment
payment to uber via netbanking,uber,1781.3,2025-01-26,travel
dominos *4118 POS Txn,dominos,1189.9,2025-03-25,restaurants
PAYMENT TO zomato VIA NETBANKING,zomato,4438.09,2025-06-11,restaurants
PAYMENT TOsmyntra VIA NETBANKING,myntra,4064.41,2025-04-29,shopping
Payment To Myntra Via Netbanking,myntra,196.18,2025-09-23,shopping
PURCHASE swiggy Ref#4527 POS4522,swiggy,822.23,2025-01-07,restaurants
PURCHASE ajio Rer#8839,ajio,1914.97,2025-10-26,shopping
Txn 20549: vodafone 2467.86,vodafone,2467.86,2025-06-11,utilities
IMPS transfer to bescom,bescom,4603.69,2025-04-21,utilities
PURchAsE MorE SUPerMaRKeT rEF#8109,more supermarket,3319.63,2025-05-21,groceries
ajio *2803 POS Txn UPI4479,ajio,2837.91,2025-07-31,shopping
PURCHASE amazon Ref#5342,amazon,1798.36,2025-06-16,shopping
Online Payment To Ola,ola,916.37,2025-01-13,travel
IMPS TRANSFER TO INDIGO,indigo,4323.42,2024-11-07,travel
Txn 29509: AmaZoN 1435.2,amazon,1435.2,2025-06-09,shopping
Txn 38239: vodafone 4246.28,vodafone,4246.28,2025-11-01,utilities
Txn 63088: ola 4117.26,ola,4117.26,2025-01-04,travel
